fold_id	heldout_dataset	outer_role	dataset	donor_id	biological_unit_id	sex	age_min	age_max	age_for_stratification	n_source_observations	sample_ids	source_observation_ids	observation_ids	age_bin	sex_stratum	global_inner_fold	split_seed	n_inner_folds	inner_fold	eligible_for_reference_fitting
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H032	aidav2::IN_NIB_H032	male	24.0	24.0	24.0	1	7ba0dbc9-d572-43f6-af10-cecfdf93ad62	aidav2::7ba0dbc9-d572-43f6-af10-cecfdf93ad62	aidav2::IN_NIB_H032::7ba0dbc9-d572-43f6-af10-cecfdf93ad62	(-0.001, 30.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H033	aidav2::IN_NIB_H033	male	22.0	22.0	22.0	1	356a6078-60cb-40c5-88e8-e0632ba8ea92	aidav2::356a6078-60cb-40c5-88e8-e0632ba8ea92	aidav2::IN_NIB_H033::356a6078-60cb-40c5-88e8-e0632ba8ea92	(-0.001, 30.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H034	aidav2::IN_NIB_H034	male	24.0	24.0	24.0	1	9d4169c8-286d-485a-9502-16f5f1ea77a9	aidav2::9d4169c8-286d-485a-9502-16f5f1ea77a9	aidav2::IN_NIB_H034::9d4169c8-286d-485a-9502-16f5f1ea77a9	(-0.001, 30.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H035	aidav2::IN_NIB_H035	male	24.0	24.0	24.0	1	693bb683-c3fe-430e-a202-49a5dba43ba0	aidav2::693bb683-c3fe-430e-a202-49a5dba43ba0	aidav2::IN_NIB_H035::693bb683-c3fe-430e-a202-49a5dba43ba0	(-0.001, 30.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H036	aidav2::IN_NIB_H036	female	26.0	26.0	26.0	1	ac48208e-309c-4564-a1e5-8fb37a10087a	aidav2::ac48208e-309c-4564-a1e5-8fb37a10087a	aidav2::IN_NIB_H036::ac48208e-309c-4564-a1e5-8fb37a10087a	(-0.001, 30.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H037	aidav2::IN_NIB_H037	male	27.0	27.0	27.0	1	856f4005-01ef-4e80-9ee9-f4cd4ee45c6f	aidav2::856f4005-01ef-4e80-9ee9-f4cd4ee45c6f	aidav2::IN_NIB_H037::856f4005-01ef-4e80-9ee9-f4cd4ee45c6f	(-0.001, 30.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H038	aidav2::IN_NIB_H038	male	23.0	23.0	23.0	1	95f779ae-3a1c-4585-98a0-9a6edf7c31d2	aidav2::95f779ae-3a1c-4585-98a0-9a6edf7c31d2	aidav2::IN_NIB_H038::95f779ae-3a1c-4585-98a0-9a6edf7c31d2	(-0.001, 30.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H039	aidav2::IN_NIB_H039	female	26.0	26.0	26.0	1	c1c593e3-ff33-4909-ac8e-96843ee6bfc6	aidav2::c1c593e3-ff33-4909-ac8e-96843ee6bfc6	aidav2::IN_NIB_H039::c1c593e3-ff33-4909-ac8e-96843ee6bfc6	(-0.001, 30.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H040	aidav2::IN_NIB_H040	male	30.0	30.0	30.0	1	c7fdc85f-94e8-4cb2-b31b-b2f5f838ff78	aidav2::c7fdc85f-94e8-4cb2-b31b-b2f5f838ff78	aidav2::IN_NIB_H040::c7fdc85f-94e8-4cb2-b31b-b2f5f838ff78	(-0.001, 30.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H041	aidav2::IN_NIB_H041	female	28.0	28.0	28.0	1	e4ac0b77-c452-4017-b874-48712c374257	aidav2::e4ac0b77-c452-4017-b874-48712c374257	aidav2::IN_NIB_H041::e4ac0b77-c452-4017-b874-48712c374257	(-0.001, 30.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H042	aidav2::IN_NIB_H042	female	28.0	28.0	28.0	1	0361cdb8-0f3c-4309-87a9-df4afa262dab	aidav2::0361cdb8-0f3c-4309-87a9-df4afa262dab	aidav2::IN_NIB_H042::0361cdb8-0f3c-4309-87a9-df4afa262dab	(-0.001, 30.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H043	aidav2::IN_NIB_H043	male	25.0	25.0	25.0	1	f0fe6c0a-d843-47e5-81ba-7cebf1eb62c8	aidav2::f0fe6c0a-d843-47e5-81ba-7cebf1eb62c8	aidav2::IN_NIB_H043::f0fe6c0a-d843-47e5-81ba-7cebf1eb62c8	(-0.001, 30.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H044	aidav2::IN_NIB_H044	male	29.0	29.0	29.0	1	32225e28-2c2c-4783-8e59-c0f691bf9e7c	aidav2::32225e28-2c2c-4783-8e59-c0f691bf9e7c	aidav2::IN_NIB_H044::32225e28-2c2c-4783-8e59-c0f691bf9e7c	(-0.001, 30.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H045	aidav2::IN_NIB_H045	female	27.0	27.0	27.0	1	3de2659a-be6a-4251-b733-bd042e9bab00	aidav2::3de2659a-be6a-4251-b733-bd042e9bab00	aidav2::IN_NIB_H045::3de2659a-be6a-4251-b733-bd042e9bab00	(-0.001, 30.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H046	aidav2::IN_NIB_H046	male	34.0	34.0	34.0	1	4d964f50-96d8-4756-9262-ed9b6b3927fc	aidav2::4d964f50-96d8-4756-9262-ed9b6b3927fc	aidav2::IN_NIB_H046::4d964f50-96d8-4756-9262-ed9b6b3927fc	(30.0, 45.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H047	aidav2::IN_NIB_H047	female	28.0	28.0	28.0	1	5fd64289-cb8b-47ca-a2f8-1c37ca6ba110	aidav2::5fd64289-cb8b-47ca-a2f8-1c37ca6ba110	aidav2::IN_NIB_H047::5fd64289-cb8b-47ca-a2f8-1c37ca6ba110	(-0.001, 30.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	IN_NIB_H048	aidav2::IN_NIB_H048	male	30.0	30.0	30.0	1	51ef0c35-3e17-4aa8-a3c6-70565fd931e8	aidav2::51ef0c35-3e17-4aa8-a3c6-70565fd931e8	aidav2::IN_NIB_H048::51ef0c35-3e17-4aa8-a3c6-70565fd931e8	(-0.001, 30.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H001	aidav2::JP_RIK_H001	male	34.0	34.0	34.0	1	b05698d2-e6f8-4ac9-82eb-e190a7957781	aidav2::b05698d2-e6f8-4ac9-82eb-e190a7957781	aidav2::JP_RIK_H001::b05698d2-e6f8-4ac9-82eb-e190a7957781	(30.0, 45.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H002	aidav2::JP_RIK_H002	male	23.0	23.0	23.0	1	12a0e7dd-c388-4cca-8757-bf42695c4b2a	aidav2::12a0e7dd-c388-4cca-8757-bf42695c4b2a	aidav2::JP_RIK_H002::12a0e7dd-c388-4cca-8757-bf42695c4b2a	(-0.001, 30.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H003	aidav2::JP_RIK_H003	male	47.0	47.0	47.0	1	0ae4657f-b212-4de9-9b29-d97ec4242e66	aidav2::0ae4657f-b212-4de9-9b29-d97ec4242e66	aidav2::JP_RIK_H003::0ae4657f-b212-4de9-9b29-d97ec4242e66	(45.0, 60.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H004	aidav2::JP_RIK_H004	female	37.0	37.0	37.0	1	16907119-b95d-4309-906a-645f4538c6b6	aidav2::16907119-b95d-4309-906a-645f4538c6b6	aidav2::JP_RIK_H004::16907119-b95d-4309-906a-645f4538c6b6	(30.0, 45.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H005	aidav2::JP_RIK_H005	female	37.0	37.0	37.0	1	e0ee7da5-038f-4cb8-b017-866ea2749ce5	aidav2::e0ee7da5-038f-4cb8-b017-866ea2749ce5	aidav2::JP_RIK_H005::e0ee7da5-038f-4cb8-b017-866ea2749ce5	(30.0, 45.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H006	aidav2::JP_RIK_H006	male	48.0	48.0	48.0	1	4922ed74-85e5-451d-b24c-8e93f0a50429	aidav2::4922ed74-85e5-451d-b24c-8e93f0a50429	aidav2::JP_RIK_H006::4922ed74-85e5-451d-b24c-8e93f0a50429	(45.0, 60.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H007	aidav2::JP_RIK_H007	female	45.0	45.0	45.0	1	8b603b03-a160-4cd6-932c-824295b0b170	aidav2::8b603b03-a160-4cd6-932c-824295b0b170	aidav2::JP_RIK_H007::8b603b03-a160-4cd6-932c-824295b0b170	(30.0, 45.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H008	aidav2::JP_RIK_H008	female	43.0	43.0	43.0	1	07c06065-5944-482b-a694-0548636b69be	aidav2::07c06065-5944-482b-a694-0548636b69be	aidav2::JP_RIK_H008::07c06065-5944-482b-a694-0548636b69be	(30.0, 45.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H009	aidav2::JP_RIK_H009	female	26.0	26.0	26.0	1	d6be05ba-5c6e-4b6f-afbf-8ea50f8b955d	aidav2::d6be05ba-5c6e-4b6f-afbf-8ea50f8b955d	aidav2::JP_RIK_H009::d6be05ba-5c6e-4b6f-afbf-8ea50f8b955d	(-0.001, 30.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H010	aidav2::JP_RIK_H010	female	46.0	46.0	46.0	1	1d8a42c4-46fe-4b67-8823-9d3047b9adf2	aidav2::1d8a42c4-46fe-4b67-8823-9d3047b9adf2	aidav2::JP_RIK_H010::1d8a42c4-46fe-4b67-8823-9d3047b9adf2	(45.0, 60.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H011	aidav2::JP_RIK_H011	female	31.0	31.0	31.0	1	adf8c790-5a16-4d3d-aacc-d89df96c0ebd	aidav2::adf8c790-5a16-4d3d-aacc-d89df96c0ebd	aidav2::JP_RIK_H011::adf8c790-5a16-4d3d-aacc-d89df96c0ebd	(30.0, 45.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H012	aidav2::JP_RIK_H012	female	49.0	49.0	49.0	1	ed7e55c9-070c-498f-88b1-bc0c4a1939e9	aidav2::ed7e55c9-070c-498f-88b1-bc0c4a1939e9	aidav2::JP_RIK_H012::ed7e55c9-070c-498f-88b1-bc0c4a1939e9	(45.0, 60.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H013	aidav2::JP_RIK_H013	female	24.0	24.0	24.0	1	b0b82ccd-9d0a-4b67-8cfe-d09f81e25d4f	aidav2::b0b82ccd-9d0a-4b67-8cfe-d09f81e25d4f	aidav2::JP_RIK_H013::b0b82ccd-9d0a-4b67-8cfe-d09f81e25d4f	(-0.001, 30.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H014	aidav2::JP_RIK_H014	female	47.0	47.0	47.0	1	7b7d763b-0bca-4dc8-9fd3-705381bba916	aidav2::7b7d763b-0bca-4dc8-9fd3-705381bba916	aidav2::JP_RIK_H014::7b7d763b-0bca-4dc8-9fd3-705381bba916	(45.0, 60.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H015	aidav2::JP_RIK_H015	male	63.0	63.0	63.0	1	a8de5ac4-6100-434d-9a4d-526f0212f698	aidav2::a8de5ac4-6100-434d-9a4d-526f0212f698	aidav2::JP_RIK_H015::a8de5ac4-6100-434d-9a4d-526f0212f698	(60.0, 75.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H016	aidav2::JP_RIK_H016	female	33.0	33.0	33.0	1	313c9cf1-5273-4ebe-9d95-71c5145dfff4	aidav2::313c9cf1-5273-4ebe-9d95-71c5145dfff4	aidav2::JP_RIK_H016::313c9cf1-5273-4ebe-9d95-71c5145dfff4	(30.0, 45.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H017	aidav2::JP_RIK_H017	female	47.0	47.0	47.0	1	c6422892-f55d-43e7-95a2-fe49e0177e2a	aidav2::c6422892-f55d-43e7-95a2-fe49e0177e2a	aidav2::JP_RIK_H017::c6422892-f55d-43e7-95a2-fe49e0177e2a	(45.0, 60.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H018	aidav2::JP_RIK_H018	female	39.0	39.0	39.0	1	82fe1e00-3522-443c-ae97-63df3d487dc5	aidav2::82fe1e00-3522-443c-ae97-63df3d487dc5	aidav2::JP_RIK_H018::82fe1e00-3522-443c-ae97-63df3d487dc5	(30.0, 45.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H019	aidav2::JP_RIK_H019	male	21.0	21.0	21.0	1	3f43ae0f-7e8c-475d-a3fb-212b2ebe0dbe	aidav2::3f43ae0f-7e8c-475d-a3fb-212b2ebe0dbe	aidav2::JP_RIK_H019::3f43ae0f-7e8c-475d-a3fb-212b2ebe0dbe	(-0.001, 30.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H020	aidav2::JP_RIK_H020	female	45.0	45.0	45.0	1	b42b10d1-1f50-403f-a218-ecb2e2166644	aidav2::b42b10d1-1f50-403f-a218-ecb2e2166644	aidav2::JP_RIK_H020::b42b10d1-1f50-403f-a218-ecb2e2166644	(30.0, 45.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H021	aidav2::JP_RIK_H021	male	39.0	39.0	39.0	1	6aca1afc-9526-4bec-baac-2f781150398a	aidav2::6aca1afc-9526-4bec-baac-2f781150398a	aidav2::JP_RIK_H021::6aca1afc-9526-4bec-baac-2f781150398a	(30.0, 45.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H022	aidav2::JP_RIK_H022	female	40.0	40.0	40.0	1	9fa6d338-ffe5-4215-8095-c33a2a079380	aidav2::9fa6d338-ffe5-4215-8095-c33a2a079380	aidav2::JP_RIK_H022::9fa6d338-ffe5-4215-8095-c33a2a079380	(30.0, 45.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H023	aidav2::JP_RIK_H023	male	27.0	27.0	27.0	1	65814250-a0d0-445c-81bc-1296dcfd2d1a	aidav2::65814250-a0d0-445c-81bc-1296dcfd2d1a	aidav2::JP_RIK_H023::65814250-a0d0-445c-81bc-1296dcfd2d1a	(-0.001, 30.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H024	aidav2::JP_RIK_H024	female	33.0	33.0	33.0	1	ca71b1bf-db9c-4a8d-8738-43ecae0849cc	aidav2::ca71b1bf-db9c-4a8d-8738-43ecae0849cc	aidav2::JP_RIK_H024::ca71b1bf-db9c-4a8d-8738-43ecae0849cc	(30.0, 45.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H025	aidav2::JP_RIK_H025	female	35.0	35.0	35.0	1	15b386ea-9383-4bfd-9a31-e39a4127531e	aidav2::15b386ea-9383-4bfd-9a31-e39a4127531e	aidav2::JP_RIK_H025::15b386ea-9383-4bfd-9a31-e39a4127531e	(30.0, 45.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H026	aidav2::JP_RIK_H026	female	45.0	45.0	45.0	1	8102df3e-121b-4dbb-9432-5c3eb18cd4fc	aidav2::8102df3e-121b-4dbb-9432-5c3eb18cd4fc	aidav2::JP_RIK_H026::8102df3e-121b-4dbb-9432-5c3eb18cd4fc	(30.0, 45.0]	female	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H027	aidav2::JP_RIK_H027	male	43.0	43.0	43.0	1	d1a69042-c897-480a-b835-81ed0538bb11	aidav2::d1a69042-c897-480a-b835-81ed0538bb11	aidav2::JP_RIK_H027::d1a69042-c897-480a-b835-81ed0538bb11	(30.0, 45.0]	male	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H028	aidav2::JP_RIK_H028	female	34.0	34.0	34.0	1	4ef62486-4249-42b5-a0a2-d1d8c970b0b1	aidav2::4ef62486-4249-42b5-a0a2-d1d8c970b0b1	aidav2::JP_RIK_H028::4ef62486-4249-42b5-a0a2-d1d8c970b0b1	(30.0, 45.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H029	aidav2::JP_RIK_H029	male	28.0	28.0	28.0	1	22a4c7f3-b479-4adc-8cde-3a6371989dfc	aidav2::22a4c7f3-b479-4adc-8cde-3a6371989dfc	aidav2::JP_RIK_H029::22a4c7f3-b479-4adc-8cde-3a6371989dfc	(-0.001, 30.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H030	aidav2::JP_RIK_H030	male	46.0	46.0	46.0	1	909d6eec-71ee-4222-8d4e-eebf956d6cc8	aidav2::909d6eec-71ee-4222-8d4e-eebf956d6cc8	aidav2::JP_RIK_H030::909d6eec-71ee-4222-8d4e-eebf956d6cc8	(45.0, 60.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H031	aidav2::JP_RIK_H031	female	30.0	30.0	30.0	1	81a0831f-fa33-4682-aca2-b0a4fe607749	aidav2::81a0831f-fa33-4682-aca2-b0a4fe607749	aidav2::JP_RIK_H031::81a0831f-fa33-4682-aca2-b0a4fe607749	(-0.001, 30.0]	female	0	42	3	0	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H032	aidav2::JP_RIK_H032	female	34.0	34.0	34.0	1	41ebcaa3-56c0-463e-9f24-914409363c4a	aidav2::41ebcaa3-56c0-463e-9f24-914409363c4a	aidav2::JP_RIK_H032::41ebcaa3-56c0-463e-9f24-914409363c4a	(30.0, 45.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H033	aidav2::JP_RIK_H033	female	44.0	44.0	44.0	1	55f7efc6-c39a-4a6b-9967-04867728c3ae	aidav2::55f7efc6-c39a-4a6b-9967-04867728c3ae	aidav2::JP_RIK_H033::55f7efc6-c39a-4a6b-9967-04867728c3ae	(30.0, 45.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H034	aidav2::JP_RIK_H034	female	33.0	33.0	33.0	1	de87a400-b8de-42e4-ac4f-47e3dd3f2bd5	aidav2::de87a400-b8de-42e4-ac4f-47e3dd3f2bd5	aidav2::JP_RIK_H034::de87a400-b8de-42e4-ac4f-47e3dd3f2bd5	(30.0, 45.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H035	aidav2::JP_RIK_H035	male	28.0	28.0	28.0	1	3561baf2-e856-4d31-81ce-e261ca7e7690	aidav2::3561baf2-e856-4d31-81ce-e261ca7e7690	aidav2::JP_RIK_H035::3561baf2-e856-4d31-81ce-e261ca7e7690	(-0.001, 30.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H036	aidav2::JP_RIK_H036	male	41.0	41.0	41.0	1	178f2690-42da-40cf-82f2-48e02466f573	aidav2::178f2690-42da-40cf-82f2-48e02466f573	aidav2::JP_RIK_H036::178f2690-42da-40cf-82f2-48e02466f573	(30.0, 45.0]	male	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H037	aidav2::JP_RIK_H037	male	31.0	31.0	31.0	1	389d9b22-3573-4f89-80f0-f241a946fb3d	aidav2::389d9b22-3573-4f89-80f0-f241a946fb3d	aidav2::JP_RIK_H037::389d9b22-3573-4f89-80f0-f241a946fb3d	(30.0, 45.0]	male	1	42	3	1	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H038	aidav2::JP_RIK_H038	female	31.0	31.0	31.0	1	1e217e45-418c-4460-abe7-7a6c91bc4a35	aidav2::1e217e45-418c-4460-abe7-7a6c91bc4a35	aidav2::JP_RIK_H038::1e217e45-418c-4460-abe7-7a6c91bc4a35	(30.0, 45.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H039	aidav2::JP_RIK_H039	female	45.0	45.0	45.0	1	429128db-fbdf-4896-84c2-8eff8870d5ca	aidav2::429128db-fbdf-4896-84c2-8eff8870d5ca	aidav2::JP_RIK_H039::429128db-fbdf-4896-84c2-8eff8870d5ca	(30.0, 45.0]	female	2	42	3	2	True
lodo_immunobiologyaging	immunobiologyaging	reference	aidav2	JP_RIK_H040	aidav2::JP_RIK_H040	female	31.0	31.0	31.0	1	6640c9ce-780e-4aca-b5ae-912b2f0e32b0	aidav2::6640c9ce-780e-4aca-b5ae-912b2f0e32b0	aidav2::JP_RIK_H040::6640c9ce-780e-4aca-b5ae-912b2f0e32b0	(30.0, 45.0]	female	1	42	3	1	True
